country	year	Life Ladder	GDP per capita	Social support	Healthy life expectancy	Freedom to make life choices	Generosity	Perceptions of corruption	Confidence in government
PAN	2014	6.631	9.897	0.873	67.544	0.894	0.008	0.847	0.440
PAN	2015	6.606	9.937	0.883	67.711	0.847	-0.001	0.810	0.376
PAN	2016	6.118	9.968	0.882	67.878	0.884	-0.097	0.837	0.330
PAN	2017	6.568	10.003	0.912	68.045	0.900	-0.164	0.841	0.391
PRY	2006	4.730	8.751	0.895	61.959	0.691	0.080	0.841	0.305
PRY	2007	5.272	8.790	0.863	62.135	0.699	0.146	0.930	0.174
PRY	2008	5.570	8.838	0.889	62.311	0.649	0.070	0.891	0.239
PRY	2009	5.576	8.784	0.900	62.486	0.718	0.044	0.857	0.521
PRY	2010	5.841	8.894	0.889	62.658	0.726	0.091	0.780	0.480
PRY	2011	5.677	8.923	0.869	62.820	0.666	0.205	0.756	0.367
PRY	2012	5.820	8.897	0.931	62.967	0.748	0.215	0.774	0.296
PRY	2013	5.936	9.015	0.939	63.097	0.909	0.056	0.903	0.372
PRY	2014	5.119	9.048	0.959	63.208	0.759	0.009	0.762	0.194
PRY	2015	5.560	9.064	0.914	63.304	0.806	0.003	0.863	0.181
PRY	2016	5.801	9.091	0.940	63.400	0.854	-0.060	0.756	0.285
PER	2006	4.811	8.996	0.875	63.298	0.668	-0.083	0.895	0.166
PER	2007	5.214	9.065	0.756	63.521	0.638	-0.089	0.931	0.224
PER	2008	5.129	9.140	0.777	63.723	0.638	-0.079	0.896	0.173
PER	2009	5.519	9.139	0.799	63.909	0.638	-0.091	0.880	0.175
PER	2010	5.613	9.206	0.812	64.086	0.757	-0.072	0.881	0.192
PER	2011	5.892	9.254	0.756	64.261	0.773	-0.135	0.824	0.293
PER	2012	5.825	9.301	0.764	64.439	0.703	-0.091	0.867	0.272
PER	2013	5.783	9.344	0.797	64.622	0.703	-0.078	0.870	0.219
PER	2014	5.866	9.354	0.819	64.812	0.722	-0.148	0.878	0.240
PER	2015	5.577	9.373	0.798	65.010	0.802	-0.102	0.884	0.179
PER	2016	5.701	9.399	0.803	65.209	0.830	-0.146	0.866	0.282
PER	2017	5.711	9.413	0.830	65.407	0.827	-0.167	0.895	0.255
PHL	2006	4.670	8.505	0.795	59.054	0.828	0.059	0.841	0.572
PHL	2007	5.074	8.553	0.801	59.150	0.852	-0.026	0.880	0.625
PHL	2008	4.589	8.577	0.798	59.245	0.861	0.078	0.817	0.567
PHL	2009	4.880	8.573	0.775	59.342	0.874	-0.001	0.805	0.599
PHL	2010	4.942	8.630	0.805	59.442	0.893	0.028	0.812	0.554
PHL	2011	4.994	8.649	0.789	59.547	0.883	0.067	0.783	0.723
PHL	2012	5.002	8.698	0.813	59.656	0.914	0.047	0.771	0.758
PHL	2013	4.977	8.749	0.846	59.770	0.907	0.015	0.756	0.751
PHL	2014	5.313	8.793	0.813	59.887	0.902	-0.021	0.787	0.687
PHL	2015	5.547	8.836	0.854	60.009	0.912	-0.057	0.755	0.668
PHL	2016	5.431	8.887	0.821	60.130	0.908	-0.077	0.792	0.772
PHL	2017	5.594	8.939	0.851	60.251	0.926	-0.148	0.711	0.838
POL	2005	5.587	9.752	0.922	65.255	0.782		0.983	0.069
POL	2007	5.886	9.881	0.913	65.472	0.772	-0.057	0.925	0.188
POL	2009	5.772	9.950	0.917	65.865	0.821	0.063	0.898	0.285
POL	2010	5.887	9.988	0.955	66.344	0.795	-0.009	0.905	0.334
POL	2011	5.646	10.037	0.905	66.735	0.868	-0.078	0.908	0.272
POL	2012	5.876	10.053	0.936	66.779	0.811	-0.037	0.888	0.269
POL	2013	5.746	10.067	0.912	67.000	0.776	-0.148	0.916	0.164
POL	2014	5.750	10.100	0.924	67.524	0.875	-0.075	0.898	0.253
POL	2015	6.007	10.139	0.893	68.048	0.793	-0.104	0.810	0.211
POL	2016	6.162	10.168	0.917	68.573	0.871	-0.102	0.848	0.383
POL	2017	6.201	10.211	0.882	69.097	0.831	-0.133		0.502
PRT	2006	5.405	10.202	0.905	68.738	0.882	-0.186	0.880	0.452
PRT	2008	5.717	10.225	0.886	68.830	0.646	-0.225	0.933	0.340
PRT	2010	5.095	10.212	0.864	69.270	0.721	-0.114	0.948	0.263
PRT	2011	5.220	10.195	0.856	70.536	0.875	-0.180	0.962	0.210
PRT	2012	4.994	10.158	0.866	70.451	0.774	-0.104	0.959	0.231
PRT	2013	5.158	10.152	0.867	70.756	0.788	-0.125	0.946	0.179
PRT	2014	5.127	10.167	0.862	71.107	0.847	-0.134	0.941	0.227
PRT	2015	5.081	10.189	0.866	71.458	0.800	-0.170	0.941	0.218
PRT	2016	5.447	10.207	0.905	71.808	0.838	-0.232	0.922	0.355
PRT	2017	5.711	10.237	0.900	72.159	0.905	-0.183	0.881	0.501
QAT	2009	6.418	11.670	0.894	66.698	0.865	0.192	0.184	0.888
QAT	2010	6.850	11.737		66.830		0.060		
QAT	2011	6.592	11.770	0.857	66.971	0.905	-0.032		
QAT	2012	6.611	11.738	0.838	67.115	0.924	0.118		
QAT	2015	6.375	11.693		67.538				
ROU	2005	5.049	9.593	0.838	64.108	0.800		0.957	0.273
ROU	2007	5.394	9.757	0.736	64.721	0.686	-0.194	0.949	0.200
ROU	2009	5.368	9.790	0.812	65.384	0.606	-0.201	0.967	0.232
ROU	2010	4.909	9.788	0.689	65.517	0.566	-0.092	0.974	0.094
ROU	2011	5.023	9.803	0.753	66.365	0.650	-0.146	0.964	0.116
ROU	2012	5.167	9.814	0.740	66.368	0.645	-0.117	0.959	0.236
ROU	2013	5.082	9.853	0.778	66.948	0.655	-0.135	0.952	0.242
ROU	2014	5.727	9.887	0.753	66.857	0.754	-0.106	0.958	0.243
ROU	2015	5.777	9.930	0.787	66.857	0.796	-0.147	0.962	0.246
ROU	2016	5.969	9.981	0.809	66.857	0.822	-0.122	0.949	0.181
ROU	2017	6.090	10.029	0.811	66.857	0.839	-0.164	0.926	0.298
RUS	2006	4.964	9.951	0.895	58.991	0.643	-0.321	0.935	0.370
RUS	2007	5.223	10.034	0.885	59.751	0.593	-0.299	0.933	0.374
RUS	2008	5.619	10.086	0.882	60.071	0.643	-0.320	0.924	0.558
RUS	2009	5.158	10.004	0.908	60.721	0.617	-0.298	0.954	0.550
RUS	2010	5.385	10.048	0.909	60.860	0.613	-0.311	0.937	0.515
RUS	2011	5.389	10.089	0.883	61.605	0.626	-0.294	0.935	0.480
RUS	2012	5.621	10.122	0.901	61.948	0.609	-0.308	0.938	0.452
RUS	2013	5.537	10.132	0.881	62.396	0.661	-0.304	0.934	0.388
RUS	2014	6.037	10.122	0.932	62.541	0.744	-0.279	0.869	0.640
RUS	2015	5.996	10.091	0.924	62.687	0.685	-0.185	0.913	0.649
RUS	2016	5.855	10.087	0.911	62.833	0.714	-0.195	0.925	0.584
RUS	2017	5.579	10.104	0.896	62.979	0.731	-0.159	0.862	0.557
RWA	2006	4.215	7.006	0.718	48.360	0.915		0.299	0.966
RWA	2008	4.363	7.133	0.486	51.187	0.752	0.025	0.286	0.923
RWA	2009	4.030	7.166	0.559	52.367	0.766	0.007	0.410	0.948
RWA	2011	4.097	7.259	0.570	54.181	0.829	-0.032	0.161	
RWA	2012	3.333	7.318	0.637	54.861	0.835	-0.005	0.081	
RWA	2013	3.466	7.339	0.750	55.442	0.904	-0.021	0.117	
RWA	2014	3.596	7.387	0.748	55.942	0.894	-0.017	0.078	
RWA	2015	3.483	7.448	0.678	56.372	0.908	0.030	0.095	
RWA	2016	3.333	7.481	0.665	56.801	0.911	0.030	0.159	0.994
SAU	2005	7.080	10.726	0.868	62.609			0.505	
SAU	2007	7.267	10.717	0.892	62.732	0.622	-0.019		
SAU	2008	6.811	10.751	0.823	62.812	0.532	-0.046	0.508	
SAU	2009	6.148	10.703	0.921	62.912	0.639	-0.134	0.445	
SAU	2010	6.307	10.724	0.880	63.033	0.678	-0.057		
SAU	2011	6.700	10.790	0.830	63.173	0.603	-0.166		
SAU	2012	6.396	10.813	0.867	63.322	0.560	-0.144		
SAU	2013	6.495	10.810	0.827	63.476	0.661	-0.106		
SAU	2014	6.278	10.819	0.818	63.629	0.762	-0.098		
SAU	2015	6.345	10.834	0.820	63.781	0.820	-0.070		
SAU	2016	6.474	10.829	0.890	63.932	0.774	-0.157		
SAU	2017	6.294	10.812	0.840	64.084	0.814	-0.157		
SEN	2006	4.417	7.651	0.760	52.588	0.736	-0.037	0.805	0.372
SEN	2007	4.680	7.672	0.718	53.224	0.698	0.011	0.827	0.346
SEN	2008	4.683	7.681	0.756	53.861	0.612	-0.017	0.879	0.287
SEN	2009	4.335	7.677	0.810	54.483	0.557	-0.023	0.918	0.261
SEN	2010	4.372	7.689	0.760	55.072	0.777	-0.064	0.851	0.285
SEN	2011	3.834	7.677	0.602	55.613	0.641	-0.148	0.870	0.305
SEN	2012	3.669	7.690	0.711	56.105	0.668	-0.022	0.852	0.645
SEN	2013	3.647	7.694	0.823	56.548	0.636	-0.039	0.837	0.615
SEN	2014	4.395	7.705	0.856	56.940	0.692	-0.030	0.700	0.665
SEN	2015	4.617	7.738	0.702	57.287	0.720	-0.096	0.765	0.623
SEN	2016	4.595	7.775	0.839	57.634	0.744	-0.071	0.794	0.631
SEN	2017	4.683	7.812	0.744	57.981	0.687	-0.029	0.825	0.611
SRB	2007	4.750	9.410	0.844	63.814	0.453	-0.170	0.905	0.343
SRB	2009	4.380	9.439	0.770	64.121	0.373	-0.182	0.961	
SRB	2010	4.461	9.448	0.726	64.425	0.463	-0.175	0.965	
SRB	2011	4.815	9.470	0.773	64.598	0.440	-0.189	0.977	
SRB	2012	5.155	9.465	0.819	64.858	0.461	-0.135	0.952	0.223
SRB	2013	5.102	9.495	0.828	65.161	0.533	-0.104	0.908	0.340
SRB	2014	5.113	9.481	0.783	65.292	0.532	0.068	0.912	0.448
SRB	2015	5.318	9.494	0.816	65.423	0.546	-0.065	0.859	0.389
SRB	2016	5.753	9.527	0.895	65.554	0.614	-0.071	0.890	0.450
SRB	2017	5.122	9.562	0.884	65.685	0.685	-0.081	0.851	0.511
SLE	2006	3.628	6.976	0.561	37.766	0.679	0.113	0.836	0.541
SLE	2007	3.585	7.025	0.686	38.560	0.720	0.260	0.830	0.562
SLE	2008	2.997	7.053	0.591	39.352	0.716	0.160	0.925	0.688
SLE	2010	4.134	7.104	0.812	40.875	0.726	0.023	0.910	0.652
SLE	2011	4.502	7.128	0.782	41.564	0.770	0.016	0.855	0.583
SLE	2013	4.514	7.412	0.708	42.724	0.720	-0.061	0.856	0.560
SLE	2014	4.500	7.434	0.869	43.190	0.681	0.044	0.786	0.588
SLE	2015	4.909	7.182	0.611	43.589	0.624	0.062	0.825	0.652
SLE	2016	4.733	7.222	0.657	43.988	0.681	0.117	0.863	0.701
SLE	2017	4.090	7.253	0.652	44.387	0.711	0.089	0.848	0.738
SGP	2006	6.463	11.088	0.904	73.383	0.757	0.120		0.906
SGP	2007	6.834	11.133	0.921	73.657	0.867	0.275	0.064	0.934
SGP	2008	6.642	11.098	0.845	73.977	0.661	0.027	0.066	0.908
SGP	2009	6.145	11.062	0.866	74.390	0.776	-0.093	0.035	0.974
SGP	2010	6.531	11.186	0.864	74.664	0.846	-0.037	0.060	0.905
SGP	2011	6.561	11.225	0.904	74.850	0.822	-0.168	0.099	0.825
SGP	2013	6.533	11.271	0.808	75.310	0.827	0.096	0.242	0.856
SGP	2014	7.062	11.294	0.822	75.538	0.835	0.135	0.133	0.844
SGP	2015	6.620	11.301	0.866	75.629	0.887	0.131	0.099	0.909
SGP	2016	6.033	11.308	0.925	75.721	0.904	0.125	0.047	0.931
SGP	2017	6.378	11.317	0.897	75.812	0.926	0.120	0.162	0.927
SVK	2006	5.265	9.986	0.954	65.417	0.542	-0.065	0.946	0.163
SVK	2010	6.052	10.133	0.920	66.217	0.636	-0.117	0.907	0.309
SVK	2011	5.945	10.159	0.917	66.963	0.727	-0.006	0.907	0.279
SVK	2012	5.911	10.174	0.926	67.097	0.620	-0.044	0.907	0.368
SVK	2013	5.937	10.188	0.909	67.363	0.598	-0.067	0.915	0.283
SVK	2014	6.139	10.214	0.924	67.716	0.635	-0.142	0.914	0.310
SVK	2015	6.162	10.251	0.943	68.069	0.587	-0.144	0.928	0.277
SVK	2016	5.993	10.283	0.945	68.421	0.700	-0.078	0.917	0.372
SVK	2017	6.366	10.314	0.913	68.774	0.714	-0.072	0.920	0.342
SVN	2006	5.811	10.254	0.936	68.326	0.936	0.034	0.708	0.478
SVN	2009	5.830	10.256	0.919	69.099	0.896	-0.027	0.804	0.368
SVN	2010	6.083	10.264	0.917	69.494	0.896	0.021	0.845	0.332
SVN	2011	6.036	10.268	0.931	69.974	0.907	-0.033	0.893	0.182
SVN	2012	6.063	10.239	0.925	70.109	0.904	-0.027	0.891	0.238
SVN	2013	5.975	10.226	0.932	70.282	0.890	0.028	0.918	0.163
SVN	2014	5.678	10.255	0.908	70.943	0.888	0.045	0.909	0.177
SVN	2015	5.741	10.276	0.901	70.943	0.896	0.000	0.892	0.203
SVN	2016	5.937	10.307	0.934	70.943	0.904	-0.063	0.838	0.250
SVN	2017	6.167	10.354	0.928	70.943	0.921	-0.033	0.829	0.240
SOM	2014	5.528		0.611	47.094	0.874		0.456	0.625
SOM	2015	5.354		0.599	47.439	0.968		0.410	0.779
SOM	2016	4.668		0.594	47.785	0.917		0.441	0.701
SOM	2009	4.991		0.880		0.746		0.513	0.538
SOM	2010	4.657		0.829		0.820		0.471	0.587
SOM	2011	4.931		0.788		0.858		0.357	0.761
SOM	2012	5.057		0.786		0.758		0.334	0.651
ZAF	2006	5.084	9.352	0.913	45.472	0.649	-0.095		0.602
ZAF	2007	5.204	9.391	0.788	45.811	0.690	-0.169	0.859	0.659
ZAF	2008	5.346	9.409	0.810	46.422	0.749	-0.107	0.866	0.461
ZAF	2009	5.218	9.379	0.877	47.269	0.739	-0.165	0.904	0.522
ZAF	2010	4.652	9.395	0.917	48.294	0.739	-0.214	0.791	0.594
ZAF	2011	4.931	9.413	0.858	49.428	0.835	-0.166	0.819	0.627
ZAF	2012	5.134	9.420	0.907	50.585	0.590	-0.174	0.838	0.426
ZAF	2013	3.661	9.429	0.839	51.692	0.714	-0.089	0.800	0.510
ZAF	2014	4.828	9.430	0.881	52.690	0.794	-0.128	0.820	0.488
ZAF	2015	4.887	9.427	0.898	53.536	0.862	-0.139	0.853	0.584
ZAF	2016	4.770	9.414	0.875	54.383	0.774	-0.082	0.813	0.483
ZAF	2017	4.514	9.405	0.870	55.229	0.787	-0.139	0.865	0.423
KOR	2006	5.332	10.192	0.775	71.170	0.715	-0.062	0.799	0.226
KOR	2007	5.767	10.240	0.827	71.513	0.656	-0.070	0.803	0.239
KOR	2008	5.390	10.261	0.754	71.948	0.524	-0.112	0.771	0.273
KOR	2009	5.648	10.263	0.811	72.367	0.600	-0.106	0.787	0.270
KOR	2010	6.116	10.321	0.816	72.596	0.677	-0.044	0.752	0.324
KOR	2011	6.947	10.349	0.809	72.970	0.682	-0.059	0.827	0.283
KOR	2012	6.003	10.366	0.775	73.192	0.618		0.844	0.231
KOR	2013	5.959	10.390	0.797	73.635	0.642	-0.060	0.832	0.349
KOR	2014	5.801	10.417	0.738	74.042	0.623	-0.054	0.834	0.284
KOR	2015	5.780	10.439	0.768	74.042	0.616	-0.046	0.841	0.265
KOR	2016	5.971	10.463	0.811	74.042	0.591	0.015	0.862	0.237
KOR	2017	5.874	10.490	0.807	74.042	0.538	0.003	0.851	0.359
SSD	2014	3.832	7.596	0.545	48.695	0.567	0.025	0.742	0.446
SSD	2015	4.071	7.500	0.585	49.137	0.512	0.119	0.710	0.509
SSD	2016	2.888	7.461	0.532	49.578	0.440	0.017	0.785	0.456
SSD	2017	2.817		0.557	50.020	0.456		0.761	0.462
ESP	2005	7.153	10.401	0.961	71.372	0.916		0.777	0.528
ESP	2007	6.995	10.444	0.957	71.997	0.782	-0.103	0.784	0.476
ESP	2008	7.294	10.439	0.948	72.266	0.834	-0.160	0.683	0.580
ESP	2009	6.199	10.394	0.929	72.533	0.749	-0.137	0.798	0.424
ESP	2010	6.188	10.389	0.950	72.668	0.796	-0.148	0.840	0.303
ESP	2011	6.518	10.376	0.944	73.423	0.819	-0.131	0.846	0.309
ESP	2012	6.291	10.345	0.937	73.380	0.755	-0.069	0.844	0.339
ESP	2013	6.150	10.331	0.929	73.960	0.759	-0.111	0.916	0.185
ESP	2014	6.456	10.348	0.948	74.094	0.738	-0.037	0.854	0.211
ESP	2015	6.381	10.382	0.956	74.229	0.732	-0.082	0.822	0.278
ESP	2016	6.319	10.415	0.942	74.364	0.768	-0.058	0.819	0.303
ESP	2017	6.230	10.445	0.903	74.498	0.756	-0.042	0.791	0.270
LKA	2006	4.345	8.850	0.864	64.207	0.724	0.056	0.838	0.682
LKA	2007	4.415	8.908	0.838	64.268	0.736	0.103	0.847	0.728
LKA	2008	4.431	8.958	0.816	64.308	0.834	0.156	0.861	0.720
LKA	2009	4.212	8.986	0.830	64.348	0.799	0.299	0.690	0.917
LKA	2010	3.977	9.055	0.814	64.405	0.738	0.251	0.769	0.808
LKA	2011	4.181	9.128	0.842	64.486	0.823	0.137	0.760	0.856
LKA	2012	4.225	9.208	0.824	64.588	0.800	0.153	0.823	0.777
LKA	2013	4.365	9.234	0.809	64.705	0.834	0.261	0.842	0.750
LKA	2014	4.268	9.273	0.805	64.839	0.868	0.291	0.791	0.772
LKA	2015	4.612	9.311	0.863	64.990	0.902	0.311	0.859	0.740
LKA	2017	4.331	9.378	0.823	65.293	0.827	0.085	0.844	0.518
SDN	2009	4.455	8.113	0.911	52.307	0.710	0.070	0.701	
SDN	2010	4.435	8.122	0.855	52.664	0.648	-0.049	0.737	
SDN	2011	4.314	8.197	0.818	52.997	0.583	-0.030	0.663	
SDN	2012	4.550	8.318	0.813	53.303	0.412	-0.064	0.734	
SDN	2014	4.139	8.340	0.811	53.820	0.390	-0.072	0.794	
SUR	2012	6.269	9.625	0.797	60.692	0.885	-0.080	0.751	0.722
SWZ	2011	4.867	8.899	0.837	44.938	0.607	-0.075	0.917	0.353
SWE	2005	7.376	10.627	0.951	70.724	0.964			0.441
SWE	2007	7.241	10.693	0.917	71.034	0.910	0.133	0.289	0.562
SWE	2008	7.516	10.680	0.923	71.210	0.912	0.112	0.314	0.517
SWE	2009	7.266	10.618	0.903	71.430	0.864	0.208	0.292	0.590
SWE	2010	7.496	10.668	0.970	71.518	0.905	0.129	0.253	0.603
SWE	2011	7.382	10.686	0.921	71.827	0.941	0.149	0.269	0.639
SWE	2012	7.560	10.676	0.929	71.741	0.944	0.119	0.254	0.626
SWE	2013	7.434	10.680	0.916	71.961	0.936	0.146	0.324	0.580
SWE	2014	7.239	10.696	0.933	72.223	0.945	0.189	0.250	0.563
SWE	2015	7.289	10.729	0.929	72.484	0.935	0.198	0.232	0.499
SWE	2016	7.369	10.751	0.912	72.745	0.918	0.132	0.246	0.486
SWE	2017	7.287	10.770	0.914	73.007	0.935	0.155	0.239	0.559
CHE	2006	7.473	10.907	0.951	71.672	0.919	0.278	0.408	0.632
CHE	2009	7.525	10.912	0.938	72.159	0.891	0.112	0.342	0.578
CHE	2012	7.776	10.936	0.947	72.734	0.945	0.126	0.323	0.770
CHE	2014	7.493	10.955	0.959	73.174	0.949	0.047	0.283	0.752
CHE	2015	7.572	10.955	0.938	73.174	0.928	0.096	0.210	0.788
CHE	2016	7.459	10.958	0.928	73.174	0.934	0.076	0.302	0.799
CHE	2017	7.474	10.956	0.950	73.174	0.925	0.168	0.316	0.820
SYR	2008	5.323	8.536	0.712	64.031	0.661	0.121	0.680	
SYR	2009	4.979	8.561	0.842	63.451	0.748	0.080	0.688	
SYR	2010	4.465	8.569	0.934	62.765	0.647	0.011	0.743	
SYR	2011	4.038	8.589	0.576	62.071	0.530	0.132	0.741	
SYR	2012	3.164	8.609	0.588	61.474	0.467	0.304	0.673	
SYR	2013	2.688		0.585	61.061	0.455		0.663	
SYR	2015	3.462		0.464	60.955	0.448		0.685	
TWN	2006	6.189	10.398	0.882	68.680	0.630	-0.034	0.846	0.278
TWN	2008	5.548	10.453	0.830	69.140	0.642	-0.026	0.785	0.417
TWN	2010	6.229	10.534	0.831	69.600	0.677	-0.005	0.821	0.433
TWN	2011	6.309		0.863	69.830	0.761		0.755	0.472
TWN	2012	6.126		0.825	70.060	0.698		0.803	0.335
TWN	2013	6.340		0.817	70.290	0.690		0.841	0.264
TWN	2014	6.363		0.870	70.520	0.693		0.866	0.271
TWN	2015	6.450		0.885	70.750	0.701		0.857	0.270
TWN	2016	6.513		0.895	70.980	0.719		0.811	0.405
TWN	2017	6.359		0.891	71.210	0.760		0.743	0.323
TJK	2006	4.613	7.489	0.724	60.171	0.702	-0.086	0.768	0.804
TJK	2007	4.432	7.543	0.727	60.563	0.818	0.003	0.659	0.861
TJK	2008	5.064	7.597	0.701	60.933	0.816	0.020	0.723	0.880
TJK	2009	4.575	7.612	0.676	61.279	0.744	0.003	0.792	0.834
TJK	2010	4.381	7.653	0.759	61.590	0.784	0.064	0.679	0.910
TJK	2011	4.263	7.702	0.751	61.865	0.776	-0.117	0.672	0.891
TJK	2012	4.497	7.751	0.729	62.104	0.749	-0.071	0.717	0.922
TJK	2013	4.967	7.800	0.701	62.313	0.693	0.064	0.764	0.893
TJK	2014	4.896	7.842	0.810	62.494	0.853	0.002	0.698	0.831
TJK	2015	5.124	7.879	0.844	62.653	0.847	0.022	0.742	0.874
TJK	2016	5.104	7.924	0.857	62.812	0.703	0.009	0.632	0.845
TJK	2017	5.829	7.957	0.663	62.971	0.832	0.125	0.718	0.930
TZA	2006	3.922	7.522	0.783	48.742	0.787	-0.032	0.649	0.810
TZA	2007	4.318	7.572	0.708	49.587	0.716	-0.019	0.707	0.725
TZA	2008	4.385	7.594	0.774	50.396	0.562	0.250	0.930	0.515
TZA	2009	3.408	7.615	0.837	51.156	0.607	0.302	0.903	0.680
TZA	2010	3.229	7.645	0.813	51.877	0.597	0.133	0.866	0.641
TZA	2011	4.074	7.690	0.883	52.575	0.736	-0.052	0.816	0.565
TZA	2012	4.007	7.709	0.832	53.268	0.577	0.207	0.887	0.415
TZA	2013	3.852	7.748	0.803	53.965	0.654	0.047	0.859	0.518
TZA	2014	3.483	7.784	0.789	54.658	0.654	0.103	0.878	0.646
TZA	2015	3.661	7.820	0.790	55.327	0.759	0.140	0.906	0.684
TZA	2016	2.903	7.857	0.638	55.996	0.775	0.170	0.739	0.900
TZA	2017	3.347	7.896	0.705	56.665	0.800	0.107	0.654	0.913
THA	2006	5.885	9.395	0.894	63.808	0.863	0.322	0.935	0.499
THA	2007	5.784	9.442	0.889	64.141	0.870	0.382	0.898	0.479
THA	2008	5.636	9.454	0.832	64.460	0.868	0.416	0.933	0.406
THA	2009	5.476	9.442	0.893	64.757	0.868	0.516	0.904	0.511
THA	2010	6.217	9.509	0.898	65.027	0.860	0.526	0.917	0.683
THA	2011	6.664	9.513	0.884	65.267	0.927	0.390	0.923	0.540
THA	2012	6.300	9.578	0.906	65.487	0.847	0.370	0.909	0.703
THA	2013	6.231	9.601	0.926	65.690	0.781	0.446	0.925	0.506
THA	2014	6.985	9.606	0.933	65.880	0.900	0.542	0.920	0.720
THA	2015	6.202	9.631	0.866	66.060	0.885	0.306	0.914	0.658
THA	2016	6.074	9.660	0.908	66.239	0.924	0.345	0.878	0.646
THA	2017	5.939	9.688	0.877	66.419	0.923	0.202	0.884	0.605
TGO	2006	3.202	7.087	0.435	47.434	0.628	-0.007	0.850	0.320
TGO	2008	2.808	7.077	0.291	48.405	0.287	-0.056	0.932	0.170
TGO	2011	2.936	7.118	0.303	50.059	0.584	-0.068	0.832	0.512
TGO	2014	2.839	7.182	0.444	51.359	0.663	-0.080	0.795	0.477
TGO	2015	3.768	7.207	0.479	51.658	0.772	-0.064	0.733	0.501
TGO	2016	3.879	7.231	0.509	51.958	0.730	-0.002	0.815	0.486
TGO	2017	4.361	7.252	0.508	52.257	0.717	-0.038	0.726	0.485
TTO	2006	5.832	10.302	0.887	60.222	0.840	0.117	0.917	0.313
TTO	2008	6.696	10.372	0.858	60.498	0.838	0.061	0.959	0.287
TTO	2011	6.519	10.342	0.863	60.980	0.775	0.052	0.900	0.521
TTO	2013	6.168	10.371	0.883	61.274	0.847	0.102	0.948	0.383
TTO	2017	6.192	10.324	0.916	61.738	0.859	-0.015	0.911	0.273
TUN	2009	5.025	9.230		64.893	0.781	-0.134	0.722	
TUN	2010	5.131	9.253	0.863	64.968	0.624	-0.150	0.732	0.903
TUN	2011	4.876	9.222	0.715	65.051	0.603	-0.214	0.913	0.472
TUN	2012	4.464	9.250	0.614	65.148	0.568	-0.191	0.899	0.435
TUN	2013	5.246	9.267	0.648	65.266	0.536	-0.222	0.886	0.321
TUN	2014	4.764	9.283	0.680	65.405	0.589	-0.247	0.783	0.392
TUN	2015	5.132	9.283	0.609	65.563	0.711	-0.241	0.815	0.480
TUN	2016	4.521	9.283	0.702	65.722	0.614	-0.180	0.811	0.347
TUN	2017	4.124	9.294	0.717	65.881	0.478	-0.234	0.869	0.251
TUR	2005	4.719	9.700	0.820	62.788	0.623		0.877	0.596
TUR	2007	5.623	9.793	0.792	63.421	0.459	-0.187	0.800	0.558
TUR	2008	5.118	9.789	0.645	63.702	0.415	-0.197	0.785	0.598
TUR	2009	5.213	9.728	0.755	63.965	0.456	-0.235	0.853	
TUR	2010	5.490	9.796	0.795	64.215	0.515	-0.196	0.811	0.546
TUR	2011	5.272	9.886	0.692	64.453	0.446	-0.251	0.649	0.596
TUR	2012	5.309	9.917	0.739	64.685	0.471	-0.225	0.702	0.531
TUR	2013	4.888	9.983	0.795	64.910	0.541	-0.239	0.698	0.538
TUR	2014	5.580	10.017	0.863	65.132	0.649	-0.034	0.764	0.556
TUR	2015	5.514	10.060	0.851	65.353	0.653	-0.026	0.806	0.486
TUR	2016	5.326	10.076	0.880	65.574	0.644	-0.075	0.764	0.584
TUR	2017	5.607	10.119	0.876	65.795	0.644	-0.247	0.671	0.586
TKM	2009	6.568	9.132	0.924	58.940		-0.124		
TKM	2011	5.792	9.325	0.964	59.443		-0.005		
TKM	2012	5.464	9.412	0.946	59.653	0.786	-0.147		
TKM	2013	5.392	9.491	0.846	59.835	0.705	-0.096		
TKM	2014	5.787	9.570	0.909	59.992	0.805	0.007		
TKM	2015	5.791	9.615	0.960	60.125	0.701	0.067		
TKM	2016	5.887	9.658	0.929	60.259	0.749	-0.021		
TKM	2017	5.229	9.703	0.908	60.393	0.720	0.040		
UGA	2006	3.734	7.177	0.760	46.081	0.747	-0.027	0.807	0.582
UGA	2007	4.456	7.223	0.845	46.921	0.708	0.013	0.881	0.579
UGA	2008	4.569	7.272	0.813	47.707	0.578	-0.041	0.848	0.496
UGA	2009	4.612	7.303	0.852	48.426	0.760	-0.024	0.840	0.480
UGA	2010	4.193	7.324	0.830	49.067	0.801	-0.001	0.855	0.663
UGA	2011	4.826	7.379	0.882	49.621	0.733	0.045	0.830	0.521
UGA	2012	4.309	7.383	0.885	50.096	0.649	0.095	0.838	0.396
UGA	2013	3.710	7.384	0.878	50.504	0.763	0.066	0.820	0.578
UGA	2014	3.770	7.401	0.821	50.853	0.834	0.023	0.898	0.577
UGA	2015	4.238	7.418	0.747	51.157	0.758	0.148	0.873	0.604
UGA	2016	4.233	7.431	0.754	51.460	0.739	0.145	0.811	0.672
UGA	2017	4.001	7.443	0.740	51.763	0.772	0.072	0.816	0.655
UKR	2006	4.804	8.965	0.852	60.407	0.624	-0.239	0.929	0.155
UKR	2007	5.252	9.047	0.820	60.535	0.494	-0.223	0.968	0.079
UKR	2008	5.172	9.076	0.860	60.561	0.487	-0.247	0.929	0.160
